Sample,,,,,,,,,,PFBA Results,,,,,,,,,,13C4-PFBA Results,,,,,,,,,,PFPeA Results,,,,,,,,,,13C5-PFPeA Results,,,,,,,,,,HFPO-DA Results,,,,,,,,,,13C3-HFPO-DA Results,,,,,,,,,,PFBS Results,,,,,,,,,,13C3-PFBS Results,,,,,,,,,,PFHxA Results,,,,,,,,,,13C5-PFHxA Results,,,,,,,,,,4:2 FTS Results,,,,,,,,,,13C2-4:2FTS Results,,,,,,,,,,PFPeS Results,,,,,,,,,,PFPHpA Results,,,,,,,,,,13C4-PFHpA Results,,,,,,,,,,ADONA Results,,,,,,,,,,PFHxS Results,,,,,,,,,,13C3-PFHxS Results,,,,,,,,,,PFOA Results,,,,,,,,,,13C8-PFOA Results,,,,,,,,,,6:2 FTS Results,,,,,,,,,,13C2-6:2FTS Results,,,,,,,,,,PFHpS Results,,,,,,,,,,PFNA Results,,,,,,,,,,13C9-PFNA Results,,,,,,,,,,PFOSA Results,,,,,,,,,,PFOS Results,,,,,,,,,,13C8-PFOSA Results,,,,,,,,,,13C8-PFOS Results,,,,,,,,,,NMeFOSA Results,,,,,,,,,,PFDA Results,,,,,,,,,,D3-NMeFOSA Results,,,,,,,,,,13C6-PFDA Results,,,,,,,,,,NEtFOSA Results,,,,,,,,,,8:2 FTS Results,,,,,,,,,,13C2-8:2FTS Results,,,,,,,,,,9Cl-PF3ONS Results,,,,,,,,,,D5-NEtFOSA Results,,,,,,,,,,PFNS Results,,,,,,,,,,PFUnA Results,,,,,,,,,,NMeFOSAA Results,,,,,,,,,,13C7-PFUnA Results,,,,,,,,,,D3-NMeFOSAA Results,,,,,,,,,,NEtFOSAA Results,,,,,,,,,,D5-NEtFOSAA Results,,,,,,,,,,PFDS Results,,,,,,,,,,PFDoA Results,,,,,,,,,,13C2-PFDoA Results,,,,,,,,,,NMeFOSE Results,,,,,,,,,,D7-NMeFOSE Results,,,,,,,,,,NEtFOSE Results,,,,,,,,,,11Cl-PF3OUdS Results,,,,,,,,,,D9-NEtFOSE Results,,,,,,,,,,PFTrDA Results,,,,,,,,,,PFTeDA Results,,,,,,,,,,13C2-PFTeDA Results,,,,,,,,,
,,Name,Data File,Type,Level,Acq. Date-Time,Dil.,Amt.,Tot. Amt.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.,RT,Final Conc.,Calc. Conc.,Surrogate % Recovery,ISTD Conc. Ratio,Area,S/N,RR,Accuracy,Custom Calc.
,!,CS1,TestCal4.d,Cal,L1,8/28/2025 12:51 PM,1.0,,,3.219,0.6311,0.6311,,0.1,736,238.06,0.0238,78.9,,3.217,10.0132,10.0132,100.1,2.0,30960,96250.02,2.2469,100.1,,4.311,0.3095,0.3095,,0.1,460,114.70,0.0260,77.4,,4.307,4.9123,4.9123,98.2,2.0,17729,46889.57,1.3176,98.2,,5.129,0.6620,0.6620,,0.1,631,2212.54,0.0275,82.7,,5.126,9.9049,9.9049,99.0,4.0,22928,139377.62,1.7041,99.0,,4.990,0.1485,0.1485,,0.1,131,177.43,0.0232,74.2,,4.986,2.5565,2.5565,102.3,1.0,5636,30777.50,2.0823,102.3,,5.461,0.0944,0.0944,,0.0,223,317.03,0.0159,47.2,,4.938,2.4841,2.4841,99.4,1.0,14027,39663.95,1.0425,99.4,,4.757,0.4595,0.4595,,0.1,85,383.26,0.1683,57.4,,4.753,4.9375,4.9375,98.8,2.0,503,2436.93,0.1860,98.8,,5.536,0.1570,0.1570,,0.1,108,467.20,0.0296,78.5,,5.419,0.1569,0.1569,,0.1,314,66.66,0.0254,78.4,,5.423,2.4447,2.4447,97.8,1.0,12369,15936.74,0.9193,97.8,,5.583,0.6510,0.6510,,0.1,1600,1241.04,0.0698,81.4,,5.996,0.1396,0.1396,,0.1,77,176.78,0.0211,69.8,,5.991,2.5881,2.5881,103.5,1.0,3649,10887.66,1.3481,103.5,,5.840,0.2506,0.2506,,0.1,341,4.23,0.0375,125.3,,5.844,2.5392,2.5392,101.6,1.0,9087,26696.85,12.9846,101.6,,5.664,0.7788,0.7788,,0.2,55,112.22,0.1733,97.3,,5.660,5.1325,5.1325,102.7,2.1,319,771.63,0.1179,102.7,,6.408,0.1643,0.1643,,0.1,93,165.35,0.0307,82.2,,6.236,0.1806,0.1806,,0.1,139,42.75,0.0571,90.3,,6.232,1.1837,1.1837,94.7,0.9,2440,555.66,0.9193,94.7,,8.486,0.1703,0.1703,,0.1,275,1300.40,0.0250,85.2,,6.803,0.1451,0.1451,,0.1,71,243.11,0.0236,72.5,,8.483,2.4804,2.4804,99.2,1.0,11010,102375.17,3.9190,99.2,,6.798,2.6638,2.6638,106.6,1.1,3017,15725.41,1.0741,106.6,,9.903,0.1556,0.1556,,0.1,124,13.27,0.0407,77.8,,6.620,0.1632,0.1632,,0.1,137,25.23,0.0471,81.6,,9.904,2.3782,2.3782,95.1,1.0,3050,592.99,1.0855,95.1,,6.609,1.1391,1.1391,91.1,0.9,2920,5965.32,1.6964,91.1,,10.263,0.1398,0.1398,,0.1,36,97.41,0.0111,69.9,,6.414,1.0944,1.0944,,0.2,57,225.86,0.2119,136.8,,6.426,4.7134,4.7134,94.3,1.9,268,1091.84,0.0991,94.3,,7.086,0.5862,0.5862,,0.1,2526,508.86,0.1102,73.3,,10.245,2.3785,2.3785,47.6,1.0,3265,654.10,1.1621,95.1,,7.189,0.1296,0.1296,,0.1,73,323.11,0.0243,64.8,,6.984,0.1653,0.1653,,0.1,165,30.22,0.0600,82.6,,6.661,0.2115,0.2115,,0.0,20,81.01,0.0165,105.7,,6.978,1.1948,1.1948,95.6,1.0,2745,6793.10,1.5950,95.6,,6.668,5.1271,5.1271,102.5,2.1,1180,3982.31,0.4201,102.5,,6.849,0.1231,0.1231,,0.0,11,24.30,0.0100,61.5,,6.841,4.9853,4.9853,99.7,2.0,1064,4970.52,0.3788,99.7,,7.550,0.1583,0.1583,,0.1,86,152.71,0.0284,79.1,,7.351,0.1563,0.1563,,0.1,166,24.38,0.0496,78.1,,7.347,1.1737,1.1737,93.9,0.9,3346,3815.63,1.9439,93.9,,9.804,1.2600,1.2600,,0.1,360,286.91,0.0227,63.0,,9.781,24.9909,24.9909,100.0,10.0,15909,12414.29,5.6626,100.0,,10.150,1.3583,1.3583,,0.1,449,82.65,0.0242,67.9,,7.827,0.5787,0.5787,,0.1,1262,4289.95,0.0551,72.3,,10.122,25.3420,25.3420,101.4,10.1,18547,3256.63,6.6017,101.4,,7.718,0.1366,0.1366,,0.1,199,1417.76,0.0331,68.3,,8.057,0.1597,0.1597,,0.1,295,60.77,0.0491,79.8,,8.060,1.1264,1.1264,90.1,0.9,6024,17257.79,3.5000,90.1,
,!,CS2,TestCal5.d,Cal,L2,8/28/2025 1:07 PM,1.0,,,3.211,1.9993,1.9993,,0.2,2328,982.77,0.0753,100.0,,3.208,10.0496,10.0496,100.5,2.0,30918,66049.25,2.2551,100.5,,4.311,0.9536,0.9536,,0.2,1420,378.36,0.0800,95.4,,4.307,5.0486,5.0486,101.0,2.0,17753,100800.97,1.3542,101.0,,5.122,1.9458,1.9458,,0.2,1849,4539.86,0.0810,97.3,,5.126,10.1253,10.1253,101.3,4.1,22836,43880.24,1.7420,101.3,,4.983,0.4813,0.4813,,0.2,424,1086.94,0.0753,96.3,,4.986,2.5399,2.5399,101.6,1.0,5626,1120.90,2.0688,101.6,,5.428,0.0617,0.0617,,0.0,144,38.74,0.0104,12.3,,4.938,2.5135,2.5135,100.5,1.0,13828,55985.49,1.0548,100.5,,4.749,1.7783,1.7783,,0.4,367,3011.34,0.6506,88.9,,4.753,5.5053,5.5053,110.1,2.2,564,3795.86,0.2074,110.1,,5.536,0.5626,0.5626,,0.2,368,3491.12,0.1061,112.5,,5.419,0.5093,0.5093,,0.2,978,626.18,0.0824,101.9,,5.423,2.4097,2.4097,96.4,1.0,11879,6273.65,0.9061,96.4,,5.582,2.0152,2.0152,,0.2,4933,2893.56,0.2160,100.8,,5.988,0.4848,0.4848,,0.2,254,744.63,0.0734,97.0,,5.982,2.4462,2.4462,97.8,1.0,3465,9449.78,1.2742,97.8,,5.840,0.4723,0.4723,,0.2,602,13.91,0.0706,94.5,,5.844,2.4047,2.4047,96.2,1.0,8518,70912.13,12.2969,96.2,,5.672,1.8958,1.8958,,0.4,124,362.07,0.4219,94.8,,5.669,4.7168,4.7168,94.3,1.9,295,1182.41,0.1084,94.3,,6.399,0.4856,0.4856,,0.2,268,566.73,0.0907,97.1,,6.228,0.5043,0.5043,,0.4,379,63.61,0.1596,100.9,,6.232,1.2804,1.2804,102.4,1.0,2374,5905.34,0.9944,102.4,,8.486,0.4999,0.4999,,0.2,869,130.51,0.0734,100.0,,6.803,0.5062,0.5062,,0.2,243,748.29,0.0823,101.2,,8.483,2.6607,2.6607,106.4,1.1,11838,54642.14,4.2039,106.4,,6.798,2.6007,2.6007,104.0,1.0,2953,8199.05,1.0486,104.0,,9.911,0.5040,0.5040,,0.2,537,543.54,0.1317,100.8,,6.612,0.4841,0.4841,,0.4,396,1556.36,0.1397,96.8,,9.904,3.1747,3.1747,127.0,1.3,4080,9503.15,1.4491,127.0,,6.609,1.2324,1.2324,98.6,1.0,2837,8787.10,1.8353,98.6,,10.098,0.4979,0.4979,,0.2,167,633.09,0.0397,99.6,,6.430,2.0972,2.0972,,0.4,104,158.56,0.4059,104.9,,6.426,4.4809,4.4809,89.6,1.8,256,650.90,0.0942,89.6,,7.086,1.8765,1.8765,,0.2,8053,16954.73,0.3526,93.8,,10.245,3.0585,3.0585,61.2,1.2,4208,830.96,1.4943,122.3,,7.180,0.4237,0.4237,,0.2,234,45.58,0.0793,84.7,,6.984,0.4536,0.4536,,0.4,413,269.06,0.1647,90.7,,6.669,0.4730,0.4730,,0.1,41,128.82,0.0370,94.6,,6.978,1.2150,1.2150,97.2,1.0,2508,58616.92,1.6220,97.2,,6.668,4.7603,4.7603,95.2,1.9,1098,2287.78,0.3901,95.2,,6.858,0.5175,0.5175,,0.1,42,125.58,0.0421,103.5,,6.841,4.6294,4.6294,92.6,1.9,990,3878.84,0.3517,92.6,,7.550,0.4695,0.4695,,0.2,249,1296.15,0.0842,93.9,,7.351,0.5136,0.5136,,0.4,481,42.53,0.1629,102.7,,7.347,1.1537,1.1537,92.3,0.9,2954,10324.21,1.9108,92.3,,9.804,4.2034,4.2034,,0.2,1510,348.46,0.0756,84.1,,9.781,31.3323,31.3323,125.3,12.5,19991,19617.15,7.0994,125.3,,10.150,4.4077,4.4077,,0.2,1822,238.49,0.0785,88.2,,7.835,1.8755,1.8755,,0.2,4077,4814.59,0.1785,93.8,,10.122,31.6143,31.6143,126.5,12.6,23191,4092.78,8.2357,126.5,,7.710,0.4800,0.4800,,0.4,666,523.35,0.1162,96.0,,8.065,0.4962,0.4962,,0.4,873,306.07,0.1524,99.2,,8.060,1.1930,1.1930,95.4,1.0,5730,39213.19,3.7067,95.4,
,!,CS3,TestCal6.d,Cal,L3,8/28/2025 1:22 PM,1.0,,,3.228,5.2923,5.2923,,0.5,6189,3693.58,0.1993,105.8,,3.225,9.9494,9.9494,99.5,2.0,31055,80982.51,2.2326,99.5,,4.311,2.5450,2.5450,,0.5,3893,2492.14,0.2135,101.8,,4.307,4.7641,4.7641,95.3,1.9,18230,66377.15,1.2779,95.3,,5.122,5.0810,5.0810,,0.5,5179,19741.93,0.2114,101.6,,5.126,9.9820,9.9820,99.8,4.0,24499,33003.93,1.7173,99.8,,4.983,1.2403,1.2403,,0.5,1156,683.47,0.1940,99.2,,4.986,2.4793,2.4793,99.2,1.0,5959,4231.05,2.0194,99.2,,5.461,0.0854,0.0854,,0.0,215,645.76,0.0144,6.8,,4.938,2.4937,2.4937,99.7,1.0,14930,35768.77,1.0465,99.7,,4.757,4.4976,4.4976,,0.9,925,1802.96,1.6424,90.0,,4.753,5.0652,5.0652,101.3,2.0,563,3444.26,0.1908,101.3,,5.536,1.3515,1.3515,,0.5,988,2758.41,0.2549,108.1,,5.419,1.2748,1.2748,,0.5,2855,1515.89,0.2062,102.0,,5.423,2.5812,2.5812,103.2,1.0,13847,7159.10,0.9706,103.2,,5.582,5.7079,5.7079,,0.6,14990,16513.57,0.6118,114.2,,5.988,1.3458,1.3458,,0.5,790,396.10,0.2038,107.7,,5.991,2.5225,2.5225,100.9,1.0,3877,15906.77,1.3139,100.9,,5.840,1.2905,1.2905,,0.5,2069,72.06,0.1930,103.2,,5.844,2.4073,2.4073,96.3,1.0,10720,31775.57,12.3104,96.3,,5.672,5.3463,5.3463,,1.1,481,1538.28,1.1897,106.9,,5.669,5.9688,5.9688,119.4,2.4,405,1236.97,0.1371,119.4,,6.408,1.3264,1.3264,,0.5,873,3030.75,0.2477,106.1,,6.236,1.3123,1.3123,,1.0,1421,2816.69,0.4158,105.0,,6.232,1.2608,1.2608,100.9,1.0,3416,755.11,0.9792,100.9,,8.486,1.3236,1.3236,,0.5,2504,17137.05,0.1945,105.9,,6.803,1.1951,1.1951,,0.5,685,849.23,0.1944,95.6,,8.483,2.3101,2.3101,92.4,0.9,12875,35627.43,3.6500,92.4,,6.798,2.4791,2.4791,99.2,1.0,3526,13198.04,0.9996,99.2,,9.911,1.3167,1.3167,,0.5,1228,1818.42,0.3442,105.3,,6.612,1.1992,1.1992,,1.0,1593,1188.57,0.3461,95.9,,9.904,2.2165,2.2165,88.7,0.9,3569,6567.32,1.0117,88.7,,6.609,1.3558,1.3558,108.5,1.1,4603,24340.50,2.0191,108.5,,10.255,1.3282,1.3282,,0.5,397,592.22,0.1058,106.3,,6.430,4.8527,4.8527,,1.0,421,89.23,0.9380,97.1,,6.426,7.2397,7.2397,144.8,2.9,449,2609.04,0.1522,144.8,,7.086,5.6798,5.6798,,0.6,26136,133551.50,1.0668,113.6,,10.245,2.1755,2.1755,43.5,0.9,3749,11668.89,1.0629,87.0,,7.180,1.3590,1.3590,,0.5,896,1853.99,0.2540,108.7,,6.984,1.2533,1.2533,,1.0,1991,1367.23,0.4549,100.3,,6.669,1.5017,1.5017,,0.3,169,387.68,0.1175,120.1,,6.986,1.4379,1.4379,115.0,1.2,4376,9343.09,1.9195,115.0,,6.668,4.9848,4.9848,99.7,2.0,1441,7339.54,0.4085,99.7,,6.858,1.2980,1.2980,,0.3,142,247.02,0.1054,103.8,,6.841,5.0340,5.0340,100.7,2.0,1349,10767.19,0.3825,100.7,,7.550,1.2961,1.2961,,0.5,821,4752.70,0.2328,103.7,,7.351,1.3542,1.3542,,1.1,2256,502.05,0.4295,108.3,,7.347,1.3909,1.3909,111.3,1.1,5251,14043.17,2.3036,111.3,,9.804,11.2299,11.2299,,0.4,3525,1139.96,0.2016,89.8,,9.781,21.8765,21.8765,87.5,8.8,17486,11953.36,4.9569,87.5,,10.150,11.3585,11.3585,,0.5,4169,4058.95,0.2022,90.9,,7.827,5.6374,5.6374,,0.6,13168,16179.35,0.5375,112.7,,10.122,22.4408,22.4408,89.8,9.0,20622,23289.61,5.8459,89.8,,7.710,1.3247,1.3247,,1.1,2734,7248.57,0.3201,106.0,,8.065,1.2465,1.2465,,1.0,3267,1007.04,0.3826,99.7,,8.060,1.2056,1.2056,96.5,1.0,8539,22206.89,3.7461,96.5,
