Sample;;;;;;;PFBA Results;;;;;;;;13C4-PFBA Results;;;;;;;;PFPeA Results;;;;;;;;13C5-PFPeA Results;;;;;;;;HFPO-DA Results;;;;;;;;13C3-HFPO-DA Results;;;;;;;;PFBS Results;;;;;;;;13C3-PFBS Results;;;;;;;;PFHxA Results;;;;;;;;13C5-PFHxA Results;;;;;;;;4:2 FTS Results;;;;;;;;13C2-4:2FTS Results;;;;;;;;PFPeS Results;;;;;;;;PFPHpA Results;;;;;;;;13C4-PFHpA Results;;;;;;;;ADONA Results;;;;;;;;PFHxS Results;;;;;;;;13C3-PFHxS Results;;;;;;;;PFOA Results;;;;;;;;13C8-PFOA Results;;;;;;;;6:2 FTS Results;;;;;;;;13C2-6:2FTS Results;;;;;;;;PFHpS Results;;;;;;;;PFNA Results;;;;;;;;13C9-PFNA Results;;;;;;;;PFOSA Results;;;;;;;;PFOS Results;;;;;;;;13C8-PFOSA Results;;;;;;;;13C8-PFOS Results;;;;;;;;NMeFOSA Results;;;;;;;;PFDA Results;;;;;;;;D3-NMeFOSA Results;;;;;;;;13C6-PFDA Results;;;;;;;;NEtFOSA Results;;;;;;;;8:2 FTS Results;;;;;;;;13C2-8:2FTS Results;;;;;;;;9Cl-PF3ONS Results;;;;;;;;D5-NEtFOSA Results;;;;;;;;PFNS Results;;;;;;;;PFUnA Results;;;;;;;;NMeFOSAA Results;;;;;;;;13C7-PFUnA Results;;;;;;;;D3-NMeFOSAA Results;;;;;;;;NEtFOSAA Results;;;;;;;;D5-NEtFOSAA Results;;;;;;;;PFDS Results;;;;;;;;PFDoA Results;;;;;;;;13C2-PFDoA Results;;;;;;;;NMeFOSE Results;;;;;;;;D7-NMeFOSE Results;;;;;;;;NEtFOSE Results;;;;;;;;11Cl-PF3OUdS Results;;;;;;;;D9-NEtFOSE Results;;;;;;;;PFTrDA Results;;;;;;;;PFTeDA Results;;;;;;;;13C2-PFTeDA Results;;;;;;;
;;Name;Data File;Type;Level;Acq. Date-Time;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy;RT;Final Conc.;Calc. Conc.;Surrogate % Recovery;ISTD Conc. Ratio;Area;RR;Accuracy
!;!;blank + EIS;1.d;Sample;;7/30/2025 6:03 PM;3.236;0.0038;0.0038;;0;8;0.0004;;3.25;9.952;9.952;99.5;1;21563;2.2619;;4.353;0.0085;0.0085;;0;16;0.0015;;4.357;4.9312;4.9312;98.6;1;10496;1.3406;;5.146;0.002;0.002;;0;3;0.0002;;5.167;10.1292;10.1292;101.3;2;14129;1.8046;;5.032;0.0017;0.0017;;0;2;0.0007;;5.028;2.3725;2.3725;94.9;0.5;3147;2.0062;;4.983;0.0047;0.0047;;0;16;0.0019;;4.979;2.4169;2.4169;96.7;0.5;8306;1.0608;;4.591;0.0009;0.0009;;0;0;0.0002;;4.802;3.3365;3.3365;66.7;0.7;1036;0.6606;;5.527;0.0014;0.0014;;0;1;0.0007;;5.462;0.0048;0.0048;;0;11;0.0016;;5.464;2.4693;2.4693;98.8;0.5;6949;0.8876;;5.648;0.0007;0.0007;;0;3;0.0002;;6.004;0.0233;0.0233;;0;10;0.0051;;6.024;2.5373;2.5373;101.5;0.5;2033;1.2963;;5.856;0.0102;0.0102;;0;16;0.0033;;5.877;2.6803;2.6803;107.2;1.1;4761;14.0042;;5.689;0.0097;0.0097;;0;1;0.0016;;5.701;3.5107;3.5107;70.2;0.7;466;0.2972;;6.399;0.0007;0.0007;;0;0;0.0002;;6.236;0.0009;0.0009;;0;1;0.0008;;6.265;1.3739;1.3739;109.9;1.1;1471;1.0869;;8.536;0.0039;0.0039;;0;11;0.0015;;6.828;0.0182;0.0182;;0;10;0.0058;;8.533;2.4695;2.4695;98.8;0.5;6879;4.0588;;6.831;2.4198;2.4198;96.8;0.5;1707;1.0073;;9.919;0.0013;0.0013;;0;2;0.0009;;6.637;0.002;0.002;;0;2;0.0013;;9.921;2.3836;2.3836;95.3;0.5;1932;1.1398;;6.642;1.4404;1.4404;115.2;1.2;1750;2.168;;10.189;0.001;0.001;;0;0;0.0002;;6.438;0.0165;0.0165;;0;1;0.0035;;6.451;3.5169;3.5169;70.3;0.7;288;0.1838;;7.25;0.0001;0.0001;;0;0;0;;10.262;2.4167;2.4167;96.7;0.5;2101;1.2398;;7.213;0.0022;0.0022;;0;2;0.001;;7.091;0.0043;0.0043;;0;5;0.0034;;6.341;0.0137;0.0137;;0;1;0.0018;;7.011;1.4393;1.4393;115.1;1.2;1506;1.8651;;6.701;4.563;4.563;228.1;0.9;719;0.4245;;6.833;0.0148;0.0148;;0;1;0.0022;;6.874;4.8029;4.8029;240.1;1;667;0.3935;;7.6;0.0004;0.0004;;0;0;0.0002;;7.351;0.0074;0.0074;;0;11;0.0061;;7.38;1.3904;1.3904;111.2;1.1;1851;2.2925;;9.729;0.0016;0.0016;;0;0;0;;9.79;24.3445;24.3445;97.4;4.9;9528;5.6221;;10.167;0.005;0.005;;0;1;0.0001;;7.885;0.0002;0.0002;;0;3;0.0002;;10.139;24.601;24.601;98.4;4.9;10653;6.286;;7.793;0.0006;0.0006;;0;1;0.0004;;8.065;0.0021;0.0021;;0;5;0.0016;;8.094;1.3095;1.3095;104.8;1;2886;3.574;
;!;QC std;2.d;Sample;;7/30/2025 6:19 PM;3.253;8.9609;8.9609;;0.9;17887;0.8625;;3.258;9.9;9.9;99;1;20738;2.2501;;4.353;5.0193;5.0193;;1;9494;0.9016;;4.357;4.8326;4.8326;96.7;1;10531;1.3138;;5.163;8.8395;8.8395;;0.9;13083;0.9071;;5.159;10.0998;10.0998;101;2;14422;1.7994;;5.023;2.3726;2.3726;;0.9;3162;0.9329;;5.028;2.5427;2.5427;101.7;0.5;3389;2.1501;;4.975;2.3471;2.3471;;0.9;8392;0.9569;;4.979;2.4929;2.4929;99.7;0.5;8770;1.0942;;4.798;10.4417;10.4417;;2.1;2039;1.8452;;4.794;3.54;3.54;70.8;0.7;1105;0.7009;;5.577;2.2323;2.2323;;0.9;2351;1.1259;;5.462;2.5157;2.5157;;1;5968;0.8357;;5.456;2.4788;2.4788;99.2;0.5;7141;0.891;;5.615;9.1324;9.1324;;0.9;33576;2.3281;;6.021;3.2729;3.2729;;1.3;1482;0.7098;;6.024;2.593;2.593;103.7;0.5;2088;1.3248;;5.873;2.0597;2.0597;;0.8;3310;0.6746;;5.877;2.3044;2.3044;92.2;0.9;4906;12.04;;5.705;11.3421;11.3421;;2.3;884;1.7788;;5.701;3.7243;3.7243;74.5;0.7;497;0.3153;;6.441;3.0837;3.0837;;1.2;1770;1.0307;;6.26;1.7273;1.7273;;1.4;2211;1.483;;6.265;1.2561;1.2561;100.5;1;1491;0.9936;;8.536;1.5074;1.5074;;0.6;4004;0.5911;;6.836;2.2693;2.2693;;0.9;1244;0.7242;;8.533;2.5003;2.5003;100;0.5;6773;4.1094;;6.831;2.5032;2.5032;100.1;0.5;1718;1.042;;9.928;1.1736;1.1736;;0.5;1610;0.8072;;6.645;2.5305;2.5305;;2;2813;1.6623;;9.921;2.5309;2.5309;101.2;0.5;1995;1.2102;;6.642;1.1432;1.1432;91.5;0.9;1692;1.7207;;10.115;1.0596;1.0596;;0.4;489;0.2326;;6.454;11.8211;11.8211;;2.4;708;2.4466;;6.451;3.5141;3.5141;70.3;0.7;289;0.1837;;7.119;8.8972;8.8972;;0.9;51948;3.602;;10.262;2.4892;2.4892;99.6;0.5;2105;1.277;;7.213;2.1833;2.1833;;0.9;1747;1.017;;7.017;2.4176;2.4176;;1.9;2876;1.9345;;6.711;3.5395;3.5395;;0.7;341;0.4577;;7.011;1.1665;1.1665;93.3;0.9;1487;1.5116;;6.701;4.8565;4.8565;242.8;1;745;0.4518;;6.882;2.4785;2.4785;;0.5;235;0.3664;;6.882;4.7429;4.7429;237.1;0.9;640;0.3886;;7.583;2.1261;2.1261;;0.9;1605;0.9346;;7.376;2.0859;2.0859;;1.7;3148;1.7001;;7.38;1.1421;1.1421;91.4;0.9;1852;1.8831;;9.821;26.0185;26.0185;;1;5901;0.6257;;9.79;24.7762;24.7762;99.1;5;9431;5.7218;;10.167;25.9364;25.9364;;1;6366;0.6023;;7.86;2.1568;2.1568;;0.2;28638;1.9857;;10.139;25.0956;25.0956;100.4;5;10569;6.4124;;7.735;2.2268;2.2268;;1.8;4061;1.3702;;8.09;2.2061;2.2061;;1.8;4797;1.6185;;8.085;1.1042;1.1042;88.3;0.9;2964;3.0138;
;!;KCS;3.d;Sample;;7/30/2025 6:34 PM;3.286;7.9575;7.9575;;0.8;14536;0.7659;;3.283;9.9402;9.9402;99.4;1;18978;2.2592;;4.361;8.8878;8.8878;;1.8;16639;1.5965;;4.357;4.8303;4.8303;96.6;1;10422;1.3132;;5.163;7.7087;7.7087;;0.8;11801;0.7917;;5.167;10.542;10.542;105.4;2.1;14906;1.8781;;5.032;7.7347;7.7347;;3.1;10231;3.0002;;5.028;2.4758;2.4758;99;0.5;3410;2.0935;;4.983;7.9864;7.9864;;3.2;28247;3.2561;;4.979;2.4903;2.4903;99.6;0.5;8675;1.0931;;4.798;8.971;8.971;;1.8;1776;1.592;;4.794;3.4588;3.4588;69.2;0.7;1116;0.6849;;5.577;7.724;7.724;;3.1;7880;3.8278;;5.462;8.5681;8.5681;;3.4;20395;2.8463;;5.464;2.5118;2.5118;100.5;0.5;7165;0.9028;;5.615;7.3852;7.3852;;0.7;28063;1.8827;;6.021;11.7182;11.7182;;4.7;5232;2.5414;;6.024;2.4739;2.4739;99;0.5;2059;1.2639;;5.881;11.0952;11.0952;;4.4;17629;3.634;;5.877;2.5536;2.5536;102.1;1;4851;13.3419;;5.705;9.557;9.557;;1.9;730;1.5065;;5.701;3.5151;3.5151;70.3;0.7;485;0.2976;;6.441;11.6841;11.6841;;4.7;6516;3.9053;;6.26;8.1709;8.1709;;6.5;10665;6.8856;;6.265;1.3735;1.3735;109.9;1.1;1549;1.0865;;8.536;8.0064;8.0064;;3.2;21390;3.0973;;6.836;7.9552;7.9552;;3.2;4236;2.5387;;8.533;2.4176;2.4176;96.7;0.5;6906;3.9735;;6.831;2.3061;2.3061;92.2;0.5;1668;0.96;;9.936;0.0001;0.0001;;0;0;0.0001;;6.645;8.8933;8.8933;;7.1;10153;5.8419;;9.921;2.5097;2.5097;100.4;0.5;2086;1.2001;;6.642;1.3025;1.3025;104.2;1;1738;1.9604;;10.139;0.0008;0.0008;;0;0;0.0002;;6.454;10.0813;10.0813;;2;546;2.0975;;6.459;3.0586;3.0586;61.2;0.6;260;0.1599;;7.119;7.7634;7.7634;;0.8;46887;3.1455;;10.262;2.4536;2.4536;98.1;0.5;2188;1.2587;;7.213;8.3054;8.3054;;3.3;6291;3.7703;;7.017;8.9069;8.9069;;7.1;10401;7.1272;;6.702;9.651;9.651;;1.9;1021;1.2667;;7.011;1.2704;1.2704;101.6;1;1459;1.6462;;6.701;4.9839;4.9839;249.2;1;806;0.4637;;6.882;10.7309;10.7309;;2.1;972;1.6053;;6.874;4.2511;4.2511;212.6;0.9;605;0.3483;;7.583;7.9444;7.9444;;3.2;5704;3.4185;;7.384;7.9288;7.9288;;6.3;11337;6.3251;;7.38;1.2262;1.2262;98.1;1;1792;2.0218;;9.804;0.0169;0.0169;;0;4;0.0004;;9.79;24.4187;24.4187;97.7;4.9;9801;5.6392;;10.208;0.012;0.012;;0;3;0.0003;;7.86;1.7966;1.7966;;0.2;24682;1.6558;;10.139;24.7111;24.7111;98.8;4.9;10974;6.3141;;7.735;7.7616;7.7616;;6.2;14353;4.7011;;8.09;8.0261;8.0261;;6.4;17694;5.7954;;8.085;1.2618;1.2618;100.9;1;3053;3.4438;
!;!;DWZ;4.d;Sample;;7/30/2025 6:49 PM;3.269;0.0079;0.0079;;0;22;0.0008;;3.267;14.8013;14.8013;148;1.5;29153;3.3641;;4.378;0.0062;0.0062;;0;18;0.0011;;4.357;7.2034;7.2034;144.1;1.4;16139;1.9584;;5.163;0.0024;0.0024;;0;5;0.0003;;5.167;13.6738;13.6738;136.7;2.7;20076;2.4361;;5.007;0.03;0.03;;0;57;0.0118;;5.028;4.0847;4.0847;163.4;0.8;4798;3.454;;4.983;0.0154;0.0154;;0;85;0.0063;;4.979;3.7354;3.7354;149.4;0.7;13512;1.6396;;4.732;0.002;0.002;;0;1;0.0004;;4.794;5.9376;5.9376;118.8;1.2;1633;1.1757;;5.593;0.0019;0.0019;;0;3;0.0009;;5.462;0.0066;0.0066;;0;22;0.0022;;5.464;3.3321;3.3321;133.3;0.7;9870;1.1977;;5.607;0.0002;0.0002;;0;1;0.0001;;6.013;0.0081;0.0081;;0;5;0.0017;;6.024;3.7589;3.7589;150.4;0.8;2668;1.9204;;5.873;0.0415;0.0415;;0;96;0.0136;;5.877;3.268;3.268;130.7;1.3;7033;17.0746;;5.705;0.0298;0.0298;;0;3;0.0048;;5.701;5.5666;5.5666;111.3;1.1;655;0.4713;;6.465;0.0004;0.0004;;0;0;0.0001;;5.921;0.0041;0.0041;;0;7;0.0036;;6.265;1.8506;1.8506;148;1.5;2072;1.4639;;8.536;0.0044;0.0044;;0;15;0.0017;;6.844;0.0405;0.0405;;0;30;0.0129;;8.533;3.3639;3.3639;134.6;0.7;8871;5.5289;;6.831;3.432;3.432;137.3;0.7;2292;1.4287;;9.936;0.0001;0.0001;;0;0;0.0001;;6.916;0.0006;0.0006;;0;1;0.0004;;9.921;2.8028;2.8028;112.1;0.6;2150;1.3402;;6.642;1.8349;1.8349;146.8;1.5;2790;2.7618;;10.164;0.0003;0.0003;;0;0;0.0001;;6.414;0.0172;0.0172;;0;2;0.0037;;6.459;5.7033;5.7033;114.1;1.1;414;0.2981;;7.028;0.0001;0.0001;;0;1;0;;10.262;2.852;2.852;114.1;0.6;2347;1.4631;;7.402;0.0004;0.0004;;0;0;0.0002;;7.05;0.0026;0.0026;;0;6;0.0021;;6.735;0.005;0.005;;0;1;0.0006;;7.011;2.1103;2.1103;168.8;1.7;2763;2.7346;;6.701;5.8315;5.8315;291.6;1.2;870;0.5425;;6.948;0.0292;0.0292;;0;4;0.0043;;6.874;6.5448;6.5448;327.2;1.3;860;0.5362;;7.683;0.0002;0.0002;;0;0;0.0001;;7.417;0.0042;0.0042;;0;10;0.0034;;7.372;1.8054;1.8054;144.4;1.4;3007;2.9767;;9.821;0.0071;0.0071;;0;2;0.0002;;9.79;30.4319;30.4319;121.7;6.1;11276;7.0279;;9.735;0.0038;0.0038;;0;1;0.0001;;7.885;0.0002;0.0002;;0;3;0.0002;;10.139;31.5503;31.5503;126.2;6.3;12935;8.0616;;7.735;0.0015;0.0015;;0;3;0.0009;;8.106;0.0026;0.0026;;0;7;0.0019;;8.085;1.3403;1.3403;107.2;1.1;3696;3.6582;
